Node: 199 | Prt: 180 -> 180 | 0.0000007710 = 0.2312893867 * 0.0000100000 /   3
Node: 125 | Prt: 185 -> 185 | 0.0000005285 = 0.2114099264 * 0.0000100000 /   4
Node: 174 | Prt:  99 ->  99 | 0.0000005602 = 0.2240723372 * 0.0000100000 /   4
Node: 180 | Prt:  11 ->  11 | 0.0000018664 = 0.3732703924 * 0.0000100000 /   2
Node: 241 | Prt: 134 ->  60 | 0.0000005065 = 0.2026114464 * 0.0000100000 /   4
Node: 229 | Prt:  75 ->  75 | 0.0000004127 = 0.1650900841 * 0.0000100000 /   4
Node: 154 | Prt: 240 -> 240 | 0.0000005315 = 0.2126003504 * 0.0000100000 /   4
Node: 116 | Prt: 236 -> 236 | 0.0000006226 = 0.2490212917 * 0.0000100000 /   4
Node: 177 | Prt: 229 -> 229 | 0.0000010078 = 0.3023509979 * 0.0000100000 /   3
Node: 214 | Prt:  60 ->  60 | 0.0000004083 = 0.2041447163 * 0.0000100000 /   5
Node:  63 | Prt: 243 -> 243 | 0.0000022274 = 0.4454780817 * 0.0000100000 /   2
Node: 167 | Prt: 162 -> 162 | 0.0000005809 = 0.2323594093 * 0.0000100000 /   4
